L07_V002, 10433, 7
L07_V002, 8559, 7
L07_V002, 8584, 7
L07_V015, 13037, 7
L07_V002, 10634, 7
L07_V002, 11292, 7
L07_V002, 10510, 7
L07_V002, 11344, 7
L03_V008, 18458, 7
L04_V011, 22501, 7
L07_V002, 8656, 7
L05_V001, 15760, 7
L12_V022, 25347, 1
L01_V019, 16843, 1
L02_V007, 21286, 1
L10_V001, 26806, 1
L07_V022, 13039, 1
L05_V015, 14110, 1
L07_V001, 8823, 1
L11_V001, 8627, 1
L08_V021, 26345, 1
L05_V003, 11471, 1
L11_V010, 16561, 1
L03_V021, 12406, 1
L12_V022, 25610, 1
L04_V014, 26956, 1
L07_V002, 8698, 1
L07_V010, 1840, 1
L12_V014, 28261, 1
L11_V015, 12177, 1
L04_V010, 24085, 1
L01_V019, 17652, 1
L07_V002, 10883, 1
L03_V023, 14361, 1
L09_V015, 7371, 1
L04_V011, 22590, 1
L12_V008, 19726, 1
L12_V007, 23343, 1
L01_V019, 9982, 1
L07_V029, 6936, 1
L02_V027, 23189, 1
L11_V018, 16842, 1
L05_V015, 14087, 1
L04_V030, 18037, 1
L02_V026, 21517, 1
L05_V003, 12458, 1
L04_V011, 22272, 1
L05_V016, 13461, 1
L05_V007, 12313, 1
L01_V021, 15951, 1
L11_V001, 8928, 1
L07_V004, 14649, 1
L03_V005, 3727, 1
L06_V029, 23915, 1
L07_V025, 20294, 1
L12_V014, 28722, 1
L10_V001, 27125, 1
L12_V007, 18639, 1
L07_V025, 20107, 1
L01_V014, 2017, 1
L09_V005, 16939, 1
L07_V026, 11938, 1
L04_V020, 23980, 1
L12_V023, 21170, 1
L05_V030, 15542, 1
L02_V012, 19351, 1
L01_V006, 12233, 1
L07_V002, 11042, 1
L08_V021, 25924, 1
L07_V007, 9922, 1
L07_V022, 11284, 1
L03_V030, 15275, 1
L07_V014, 13476, 1
L09_V003, 17685, 1
L05_V011, 14499, 1
L01_V019, 696, 1
L05_V016, 12952, 1
L09_V005, 16469, 1
L01_V010, 1584, 1
L07_V017, 10800, 1
L11_V001, 11205, 1
L05_V015, 14410, 1
L03_V027, 11161, 1
L05_V011, 14705, 1
L03_V018, 7579, 1
L12_V007, 23453, 1
L11_V015, 12027, 1
L10_V001, 26511, 1
L07_V029, 13632, 1
L07_V029, 6964, 1
L07_V027, 15744, 1
L02_V012, 19392, 1
L08_V022, 31706, 1
L02_V026, 21551, 1
L02_V010, 27396, 1
L02_V027, 22592, 1
L07_V015, 12281, 1
L04_V006, 21505, 1
L01_V012, 13340, 1
L06_V007, 27260, 1